1,458
2,330
3,85
4,14
5,363
6,144
7,26
8,155
9,112
10,104
11,38
12,107
13,332
14,398
15,454
16,14
17,156
18,138
19,153
20,57
21,84
22,486
23,285
24,129
25,24
26,92
27,428
28,108
29,126
30,43
31,333
32,258
33,36
34,207
35,262
36,28
37,342
38,280
39,283
40,314
41,221
42,15
43,465
44,26
45,217
46,227
47,193
48,459
49,333
50,454
51,341
52,176
53,50
54,81
55,482
56,318
57,491
58,388
59,407
60,224
61,232
62,463
63,326
64,233
65,145
66,373
67,361
68,293
69,211
70,494
71,313
72,77
73,442
74,296
75,195
76,289
77,458
78,452
79,118
80,452
81,176
82,295
83,125
84,260
85,479
86,176
87,181
88,228
89,433
90,272
91,380
92,283
93,496
94,421
95,324
96,14
97,203
98,213
99,259
100,197
101,26
102,114
103,335
104,460
105,13
106,184
107,376
108,145
109,390
110,171
111,197
112,7
113,421
114,131
115,437
116,412
117,241
118,483
119,100
120,436
121,377
122,197
123,67
124,483
125,345
126,224
127,324
128,442
129,124
130,155
131,54
132,399
133,264
134,401
135,358
136,394
137,400
138,15
139,160
140,268
141,137
142,218
143,349
144,385
145,215
146,388
147,53
148,242
149,156
150,474
151,288
152,362
153,33
154,38
155,334
156,298
157,388
158,384
159,489
160,201
161,353
162,490
163,244
164,141
165,204
166,446
167,278
168,132
169,325
170,156
171,423
172,395
173,388
174,320
175,227
176,41
177,380
178,236
179,1
180,409
181,139
182,294
183,96
184,301
185,215
186,325
187,358
188,339
189,384
190,429
191,481
192,234
193,262
194,492
195,292
196,58
197,242
198,350
199,330
200,473
201,6
202,341
203,166
204,250
205,470
206,238
207,239
208,368
209,191
210,303
211,262
212,441
213,186
214,6
215,114
216,197
217,232
218,240
219,228
220,6
221,77
222,228
223,249
224,297
225,267
226,391
227,442
228,234
229,347
230,235
231,111
232,166
233,388
234,408
235,376
236,150
237,388
238,251
239,252
240,145
241,495
242,11
243,491
244,294
245,154
246,278
247,87
248,348
249,396
250,192
251,387
252,222
253,420
254,188
255,193
256,347
257,224
258,396
259,134
260,297
261,443
262,375
263,413
264,186
265,127
266,246
267,296
268,417
269,105
270,211
271,155
272,302
273,282
274,446
275,387
276,144
277,158
278,163
279,10
280,83
281,63
282,269
283,355
284,121
285,473
286,377
287,452
288,288
289,133
290,162
291,105
292,31
293,85
294,173
295,255
296,430
297,279
298,107
299,140
300,440
301,250
302,2
303,411
304,123
305,38
306,221
307,236
308,51
309,286
310,367
311,284
312,56
313,489
314,127
315,12
316,110
317,378
318,259
319,343
320,239
321,418
322,119
323,349
324,196
325,269
326,182
327,106
328,46
329,436
330,154
331,260
332,4
333,381
334,361
335,194
336,225
337,288
338,36
339,293
340,375
341,191
342,309
343,409
344,95
345,194
346,193
347,102
348,333
349,277
350,75
351,394
352,129
353,219
354,337
355,216
356,236
357,475
358,200
359,129
360,269
361,210
362,240
363,22
364,387
365,293
366,195
367,325
368,67
369,32
370,146
371,143
372,452
373,160
374,322
375,401
376,11
377,142
378,44
379,190
380,106
381,34
382,260
383,400
384,229
385,371
386,109
387,157
388,195
389,196
390,149
391,178
392,103
393,481
394,377
395,275
396,206
397,92
398,488
399,7
400,286
401,230
402,117
403,104
404,226
405,346
406,44
407,323
408,425
409,280
410,244
411,94
412,25
413,364
414,418
415,26
416,148
417,232
418,107
419,16
420,409
421,496
422,117
423,479
424,153
425,380
426,9
427,240
428,114
429,450
430,388
431,90
432,318
433,210
434,103
435,54
436,345
437,232
438,153
439,244
440,392
441,454
442,153
443,280
444,418
445,19
446,94
447,107
448,393
449,448
450,378
451,125
452,18
453,74
454,106
455,84
456,207
457,337
458,112
459,468
460,441
461,207
462,416
463,395
464,102
465,472
466,181
467,499
468,157
469,259
470,140
471,291
472,309
473,119
474,15
475,223
476,377
477,168
478,131
479,484
480,245
481,21
482,444
483,232
484,346
485,82
486,274
487,34
488,452
489,58
490,425
491,251
492,409
493,160
494,79
495,58
496,150
497,452
498,319
499,69
500,318
501,242
502,18
503,241
504,359
505,318
506,49
507,471
508,154
509,294
510,389
511,497
512,15
513,161
514,43
515,89
516,158
517,112
518,32
519,393
520,372
521,188
522,106
523,429
524,17
525,205
526,462
527,50
528,12
529,202
530,260
531,459
532,209
533,485
534,481
535,170
536,239
537,448
538,472
539,148
540,357
541,182
542,253
543,86
544,448
545,405
546,188
547,77
548,372
549,289
550,161
551,221
552,256
553,292
554,381
555,498
556,408
557,292
558,143
559,360
560,61
561,305
562,334
563,385
564,460
565,97
566,0
567,249
568,73
569,1
570,336
571,150
572,30
573,327
574,493
575,110
576,267
577,449
578,458
579,227
580,269
581,69
582,99
583,289
584,328
585,156
586,14
587,435
588,216
589,171
590,56
591,231
592,263
593,379
594,411
595,144
596,328
597,53
598,211
599,347
600,68
601,449
602,480
603,266
604,385
605,25
606,111
607,234
608,105
609,405
610,455
611,451
612,189
613,311
614,120
615,30
616,123
617,425
618,423
619,354
620,431
621,66
622,340
623,104
624,130
625,454
626,292
627,490
628,345
629,149
630,439
631,420
632,400
633,72
634,362
635,6
636,195
637,241
638,199
639,181
640,190
641,225
642,85
643,297
644,333
645,447
646,236
647,171
648,154
649,163
650,450
651,389
652,203
653,160
654,152
655,279
656,333
657,40
658,388
659,313
660,408
661,74
662,167
663,355
664,486
665,166
666,492
667,420
668,466
669,262
670,427
671,424
672,61
673,101
674,289
675,21
676,499
677,218
678,465
679,457
680,280
681,486
682,148
683,399
684,399
685,149
686,46
687,187
688,333
689,471
690,425
691,180
692,383
693,200
694,95
695,73
696,1
697,307
698,107
699,335
700,55
701,469
702,153
703,95
704,286
705,124
706,355
707,39
708,224
709,467
710,361
711,20
712,38
713,125
714,217
715,12
716,375
717,266
718,204
719,410
720,45
721,124
722,309
723,327
724,379
725,141
726,144
727,466
728,67
729,475
730,391
731,307
732,322
733,297
734,52
735,237
736,114
737,424
738,451
739,196
740,321
741,98
742,19
743,408
744,191
745,414
746,449
747,388
748,286
749,110
750,82
751,313
752,26
753,51
754,261
755,78
756,365
757,60
758,188
759,93
760,233
761,290
762,39
763,353
764,428
765,18
766,409
767,432
768,181
769,23
770,100
771,447
772,348
773,388
774,219
775,284
776,112
777,52
778,479
779,108
780,346
781,158
782,310
783,15
784,307
785,196
786,445
787,445
788,39
789,206
790,245
791,71
792,305
793,331
794,213
795,215
796,3
797,217
798,11
799,17
800,338
801,307
802,151
803,176
804,195
805,216
806,498
807,45
808,385
809,442
810,489
811,98
812,458
813,281
814,358
815,166
816,137
817,443
818,284
819,421
820,487
821,473
822,295
823,476
824,91
825,292
826,291
827,383
828,392
829,117
830,270
831,207
832,298
833,374
834,356
835,279
836,440
837,99
838,383
839,270
840,477
841,406
842,25
843,76
844,222
845,479
846,13
847,79
848,20
849,151
850,115
851,96
852,207
853,188
854,88
855,215
856,42
857,415
858,314
859,140
860,340
861,367
862,210
863,188
864,248
865,241
866,499
867,360
868,329
869,140
870,82
871,280
872,44
873,182
874,367
875,377
876,466
877,441
878,496
879,365
880,123
881,414
882,79
883,12
884,133
885,356
886,62
887,493
888,439
889,141
890,78
891,401
892,413
893,138
894,347
895,392
896,81
897,488
898,263
899,215
900,320
901,376
902,20
903,451
904,451
905,31
906,405
907,357
908,110
909,406
910,321
911,245
912,226
913,115
914,401
915,408
916,375
917,348
918,268
919,333
920,89
921,314
922,358
923,109
924,377
925,162
926,158
927,461
928,296
929,399
930,318
931,169
932,159
933,113
934,232
935,450
936,217
937,441
938,421
939,368
940,446
941,7
942,34
943,371
944,482
945,245
946,52
947,480
948,15
949,41
950,79
951,29
952,241
953,298
954,199
955,289
956,130
957,176
958,50
959,425
960,406
961,198
962,286
963,48
964,464
965,90
966,462
967,326
968,35
969,136
970,80
971,322
972,418
973,467
974,283
975,318
976,439
977,321
978,415
979,300
980,8
981,106
982,241
983,74
984,158
985,325
986,69
987,474
988,414
989,283
990,240
991,273
992,126
993,425
994,175
995,70
996,137
997,417
998,266
999,367
1000,325
1001,432
1002,322
1003,275
1004,390
1005,131
1006,78
1007,299
1008,244
1009,76
1010,109
1011,296
1012,485
1013,192
1014,264
1015,159
1016,149
1017,379
1018,44
1019,253
1020,487
1021,4
1022,110
1023,456
1024,273
1025,20
1026,251
1027,102
1028,45
1029,34
1030,409
1031,165
1032,282
1033,97
1034,475
1035,488
1036,286
1037,385
1038,29
1039,450
1040,133
1041,136
1042,391
1043,137
1044,344
1045,201
1046,116
1047,158
1048,369
1049,72
1050,44
1051,4
1052,351
1053,482
1054,422
1055,463
1056,334
1057,231
1058,417
1059,336
1060,468
1061,209
1062,118
1063,339
1064,395
1065,411
1066,294
1067,468
1068,70
1069,176
1070,35
1071,262
1072,452
1073,426
1074,197
1075,26
1076,296
1077,280
1078,119
1079,312
1080,467
1081,260
1082,208
1083,201
1084,404
1085,305
1086,136
1087,186
1088,394
1089,285
1090,488
1091,452
1092,473
1093,267
1094,61
1095,485
1096,431
1097,321
1098,353
1099,287
1100,374
1101,317
1102,177
1103,168
1104,490
1105,462
1106,26
1107,50
1108,285
1109,134
1110,355
1111,21
1112,115
1113,334
1114,473
1115,55
1116,56
1117,78
1118,302
1119,148
1120,49
1121,0
1122,421
1123,339
1124,458
1125,363
1126,86
1127,229
1128,303
1129,413
1130,38
1131,325
1132,190
1133,86
1134,233
1135,156
1136,325
1137,368
1138,8
1139,407
1140,290
1141,65
1142,179
1143,228
1144,120
1145,480
1146,27
1147,250
1148,398
1149,28
1150,278
1151,142
1152,61
1153,482
1154,187
1155,79
1156,210
1157,470
1158,54
1159,477
1160,458
1161,117
1162,50
1163,46
1164,302
1165,371
1166,193
1167,389
1168,213
1169,436
1170,301
1171,361
1172,221
1173,37
1174,99
1175,406
1176,130
1177,84
1178,282
1179,487
1180,145
1181,352
1182,375
1183,167
1184,217
1185,476
1186,256
1187,130
1188,489
1189,187
1190,304
1191,5
1192,277
1193,71
1194,324
1195,351
1196,431
1197,39
1198,188
1199,64
1200,129
1201,461
1202,146
1203,282
1204,489
1205,249
1206,144
1207,238
1208,178
1209,320
1210,113
1211,124
1212,499
1213,333
1214,53
1215,77
1216,207
1217,62
1218,70
1219,3
1220,187
1221,447
1222,324
1223,99
1224,479
1225,437
1226,26
1227,346
1228,467
1229,222
1230,179
1231,212
1232,242
1233,161
1234,490
1235,279
1236,246
1237,105
1238,249
1239,165
1240,240
1241,342
1242,174
1243,11
1244,211
1245,476
1246,73
1247,78
1248,364
1249,236
1250,466
1251,322
1252,391
1253,285
1254,279
1255,89
1256,461
1257,116
1258,246
1259,309
1260,423
1261,281
1262,397
1263,243
1264,100
1265,419
1266,59
1267,405
1268,400
1269,34
1270,418
1271,107
1272,63
1273,287
1274,119
1275,115
1276,369
1277,212
1278,482
1279,34
1280,447
1281,50
1282,220
1283,407
1284,439
1285,117
1286,496
1287,379
1288,438
1289,420
1290,161
1291,267
1292,268
1293,255
1294,206
1295,279
1296,157
1297,78
1298,259
1299,303
1300,103
1301,147
1302,144
1303,399
1304,399
1305,295
1306,204
1307,80
1308,241
1309,265
1310,156
1311,386
1312,348
1313,40
1314,456
1315,379
1316,482
1317,344
1318,35
1319,258
1320,95
1321,429
1322,282
1323,160
1324,176
1325,164
1326,166
1327,88
1328,488
1329,399
1330,179
1331,85
1332,335
1333,252
1334,450
1335,283
1336,97
1337,350
1338,151
1339,382
1340,390
1341,76
1342,140
1343,14
1344,464
1345,286
1346,185
1347,120
1348,60
1349,493
1350,292
1351,46
1352,75
1353,315
1354,39
